Rest	Bier	Rest	NAC	No	http://www.hochwaelder-brauhaus.de/bier/bierrezepte.html	91551e60e7328c7d0a6298be98bbfc2f63d5	i	8.2	<s> Zum zu APPRART	Schluß Schluss	NN den die ART Rest Rest NN Bier Bier NN zugeben zugeben VVFIN . . $. </s>
Stück	Teig	Amount	NAC	No	http://www.crockpot-rezepte.de/2008/nachgebacken-5-minuten-artisan-bread-mit-vollkorn	55254fce49ce27303c5006c42870efdfb4cc	b	76.0	<s> Ein eine ART etwa etwa ADV 450	450 CARD	g g NN schweres schwer ADJA ca. ca. ADV grapefruit-großes (unknown) ADJA Stück Stück NN Teig Teig NN mit mit APPR einem eine ART gezahnten gezahnt ADJA Messer Messer NN abtrennen abtrennen VVFIN . . $. </s>
Eimer	Wein	Container	NAC	No	http://www.kuelsheim.de/2224_DEU_WWW.php	a48acc0715ddd8a5c662fa05c05ec786d766	e	44.6	<s> Alte alt ADJA Flurnamen Flurname NN wie wie KOKOM Weinbergsflur Weinbergsflur NN , , $, Weingarten Weingarten NN und und KON Häckersgraben (unknown) NN deuten deuten VVFIN ebenfalls ebenfalls ADV	auf auf	APPR eine eine ART lange lang ADJA Weinbautradition Weinbautradition NN hin hin ADV 1528 @card@ CARD heißt heißen VVFIN es es PPER in in APPR der die ART Külsheimer (unknown) NN Stadtordnung Stadtordnung NN , , $, dass dass KOUS " " $( ein eine ART jeder jede PIAT Bürger Bürger NN von von APPR einem eine ART Eimer Eimer NN Wein Wein NN , , $, zwei zwei CARD Maß Maß NN zu zu PTKZU geben geben VVINF schuldig schuldig ADJD und und KON pflichtig pflichtig ADJD ist sein VAFIN " " $( . . $. </s>
Ladung	Wasser	Rest	NAC	No	http://www.klaus-sportwagen.de/content/1100000/112002/akt0201.php	9702998291e45df24734be71902a744b75cd	h	47.6	<s> Nur nur ADV die die	ART vorbeifahrenden	vorbeifahrend ADJA Lastwagen Lastwagen NN spritzen spritzen VVFIN Ladungen Ladung NN Wasser Wasser NN durch durch APPR die die ART seitliche seitlich ADJA Fahrerluke Fahrerluke NN . . $. </s>
Menge	Gas	Amount	PGC	No	http://synpaed.de/6_leisten/6_0_6_Hinweise.html	d3d5aa6a36e99feb809bb22c521398ce878d	e	70.7	<s> Plant planen VVFIN und und KON führt führen VVFIN mit mit APPR den die ART ausgegebenen	ausgegeben ADJA Geräten	Gerät NN und und KON Materialien Material NN ein eine ART Experiment Experiment NN durch durch PTKVZ , , $, mit mit APPR dem die PRELS die die ART Menge Menge NN des die ART Gases Gas NN ermittelt ermitteln VVPP werden werden VAINF kann können VMFIN , , $, die die PRELS eine eine ART Brausetablette Brausetablette NN im in APPRART Wasser Wasser NN erzeugt erzeugen VVPP . . $. </s>
Flasche	Alkohol	Container	NAC	Yes	http://www.globetrotter-select.de/infos/laenderinfos/egypt/index.htm	0174759acb27c6141ba0869d68013781968f	e	48.7	<s> Über über APPR diese dies PDAT Menge Menge NN hinaus hinaus ADV kann können VMFIN jeder jede PIAT Besucher	Besucher NN	- - $( innerhalb innerhalb APPR eines eine ART Monats Monat NN nach nach APPR Einreise Einreise NN und und KON zweimal zweimal ADV im in APPRART Jahr Jahr NN - - $( 4 4 CARD Flaschen Flasche NN Alkohol Alkohol NN sowie sowie KON 1 1 CARD l l NN Parfum Parfum NN oder oder KON Aftershave Aftershave NN in in APPR zollfreien zollfrei ADJA Geschäften Geschäft NN innerhalb innerhalb APPR des die ART Landes Land NN kaufen kaufen VVINF . . $. </s>
Tonne	Abfall	Physical	NAC	No	http://www.bravors.brandenburg.de/sixcms/detail.php?gsid=land_bb_bravors_01.c.14051.de	72605d7949685d0a8547a092acda14a2f1c7	e	211.6	<s> ( ( $( 1 1 CARD ) ) $( Die die ART Gebühr Gebühr NN für für APPR die die ART unter unter APPR den die ART Tarifstellen Tarifstelle NN 1 1 CARD und und KON 5 5 CARD der die ART Anlage Anlage	NN genannten	genannt ADJA Amtshandlungen Amtshandlung NN bemisst bemessen VVFIN sich sich PRF nach nach APPR einem eine ART Prozentsatz Prozentsatz NN der die ART Entsorgungskosten Entsorgungskosten NN , , $, die die PRELS vom von APPRART Abfallentsorger Abfallentsorger NN im in APPRART Einzelfall Einzelfall NN für für APPR die die ART Entsorgung Entsorgung NN in in APPR Rechnung Rechnung NN gestellt stellen VVPP werden werden VAFIN , , $, mindestens mindestens ADV jedoch jedoch ADV 20 20 CARD Euro Euro NN je je APPR entsorgter entsorgt ADJA Tonne Tonne NN Abfall Abfall NN . . $. </s>
Milliliter	Creme	Physical	NAC	Yes	http://www.lila-se.de/indexdateien/index-c.htm	e6ef409fa6004c1fbf9542bec0299dbcb61c	f	34.0	<s> CREME Creme NN 21 21 CARD Sun Sun	NE Milk	melken VVIMP LSF (unknown) NN 20 20 CARD , , $, 250 @card@ CARD ml ml NN Creme Creme NN 21 21 CARD Sun Sun NE Milk melken VVIMP LSF (unknown) NN 12 12 CARD mit mit APPR Pro-Vitamin Pro-Vitamin NN B B NN 5 5 CARD , , $, Vitamin Vitamin NN E € NN und und KON Bisabolol (unknown) NN bietet bieten VVFIN sofortigen sofortig ADJA und und KON wasserfesten wasserfest ADJA Sonnenschutz Sonnenschutz NN . . $. </s>
Sack	Futter	Container	NAC	No	http://www.forum-haustiere.de/tierschutz-und-artenschutz/29553-220-ungarn-hunde-verhungern-wichtig-print.html	025e29a4fdbd533d60572613fed3e783c51c	b	34.9	<s> Der die ART Gedanke Gedanke NN	dem die	ART örtlichen örtlich ADJA Tierheim Tierheim NN n n ART Sack Sack NN Futter Futter NN zu zu PTKZU spenden spenden VVINF ist sein VAFIN lobenswert lobenswert ADJD , , $, jedoch jedoch ADV sollte sollen VMFIN man man PIS das die PDS erst erst ADV nach nach APPR Absprache Absprache NN machen machen VVINF , , $, denn denn KON es es PPER ist sein VAFIN nicht nicht PTKNEG unbedingt unbedingt ADJD gut gut ADJD für für APPR die die ART Hunde Hund NN , , $, wenn wenn KOUS das die ART Futter Futter NN andauernd andauernd ADJD wechselt wechseln VVFIN . . $. </s>
Quadratmeter	Erde	Physical	NAC	No	http://www.linkohr.de/inhalt_44.htm	d7e8a7f405d31afa35d93702631c03854ffa	e	114.7	<s> Aufgrund aufgrund APPR der die ART hohen hoch ADJA Fehlerquote Fehlerquote NN	braucht brauchen	VVFIN ein eine ART Minenräumer (unknown) NN mehrere mehrere PIAT Stunden Stunde|Stunden NN , , $, um um APPR wenige wenige PIAT Quadratmeter Quadratmeter NN Erde Erde NN zu zu PTKZU sichern sichern VVINF . . $. </s>
Tonne	Staub	Physical	NAC	Yes	http://www.stadtwerke-reutlingen.de/fairenergie/05_energie/wasserkraft.htm	180e87654db50d9331bc3bc967c951ef0311	e	124.1	<s> Durch durch APPR die die ART Erzeugung Erzeugung NN von von APPR emissionsarmem emissionsarm ADJA Regenerativstrom Regenerativstrom NN am an APPRART Lohmühlewehr (unknown) NN bleiben bleiben	VVFIN der	die ART Umwelt Umwelt NN jedes jede PIAT Jahr Jahr NN rund rund ADV 300 300 CARD Tonnen Tonne NN Kohlendioxid Kohlendioxid NN , , $, 0,6 0,6 CARD Tonnen Tonne NN Schwefeldioxid Schwefeldioxid NN 0,5 0,5 CARD Tonnen Tonne NN Stickstoffoxide Stickstoffoxid NN und und KON 0,3 @card@ CARD Tonnen Tonne NN Staub Staub NN erspart ersparen VVPP . . $. </s>
Liter	Wein	Physical	NAC	Yes	http://neurologie.med-network.de/patienteninfo/spezialambulanzen/epilepsien_cvk.html	a4d9da087a8a58b42baf424aec3a6e614b5c	e	143.6	<s> Bei bei APPR einem eine ART täglichen täglich ADJA Konsum Konsum NN von von APPR etwa etwa ADV 30 30 CARD g	g NN	reinen rein ADJA Alkohols Alkohol NN bei bei APPR Männern Mann NN ( ( $( 3 3 CARD / / $( 4 4 CARD l l NN Bier Bier NN oder oder KON 1 1 CARD / / $( 3 3 CARD l l NN Wein Wein NN ) ) $( und und KON 20 20 CARD g g NN bei bei APPR Frauen Frau NN ( ( $( 1 1 CARD / / $( 2 2 CARD l l NN Bier Bier NN oder oder KON 1 1 CARD / / $( 4 4 CARD l l NN Wein Wein NN ) ) $( sind sein VAFIN keine keine PIAT allgemeinen allgemein ADJA gesundheitlichen gesundheitlich ADJA Schäden Schaden NN zu zu PTKZU erwarten erwarten VVINF , , $, diese dies PDAT Menge Menge NN hat haben VAFIN in in APPR der die ART Regel Regel NN auch auch ADV keinen keine PIAT spezifischen spezifisch ADJA Effekt Effekt NN auf auf APPR das die ART Auftreten Auftreten NN weiterer weit ADJA epileptischer epileptisch ADJA Anfälle Anfall NN . . $. </s>
Stück	Fell	Amount	NAC	No	http://www.sebra-verlag.de/trek/trek.html	99618521deb0bd3436dae4c33b422b1c5a07	d	88.7	<s> Die die ART Suche Suche	NN nach	nach APPR dem die ART verlorenen verloren ADJA Stück Stück NN Fell Fell NN wird werden VAFIN zur zu APPRART Nebensuche Nebensuche NN und und KON gerät geraten VVFIN erst erst ADV wieder wieder ADV in in APPR den die ART Blickpunkt Blickpunkt NN , , $, als als KOKOM Puerto Puerto NE Natales Natale NN mit mit APPR der die ART Cueva (unknown) NE de de NE Milodón (unknown) NE erreicht erreichen VVPP ist sein VAFIN . . $. </s>
Liter	Trinkwasser	Physical	NAC	No	http://www.seereisenmagazin.de/jahrgang2011/ausgabe-4-2011/aidasol-schiffsportrait-23042011.html	77386ac2fc739b4999c979e46c189780c40a	d	62.8	<s> An an APPR Bord Bord NN der die ART	AIDAsol (unknown)	NN können können VMFIN bis bis KON zu zu APPR 1,5 1,5 CARD Millionen Million NN Liter Liter NN Trinkwasser Trinkwasser NN an an APPR einem eine ART Tag Tag NN erzeugt erzeugen VVPP werden werden VAFIN oder oder KON über über APPR Bunkerstationen Bunkerstation NN von von APPR Land Land NN übernommen übernehmen VVPP werden werden VAINF . . $. </s>
Gramm	Wasser	Physical	NAC	No	http://www.simplyscience.ch/teens-liesnach-archiv/articles/wie-schwer-sind-wolken.html	7498548bb32f39ad375b33f372283eae864f	i	40.8	<s> Näherungsweise näherungsweise ADJD kann können VMFIN man man PIS im in APPRART Temperaturbereich Temperaturbereich NN von von APPR 5 5	CARD -	- $( 20 20 CARD ° ° NN C C NN davon davon PAV ausgehen ausgehen VVINF , , $, dass dass KOUS ein eine ART Kubikmeter Kubikmeter NN Luft Luft NN so so ADV viele viele PIAT Gramm Gramm NN Wasser Wasser NN aufnehmen aufnehmen VVINF kann können VMFIN , , $, wie wie KOUS er er PPER Temperatur Temperatur NN hat haben VAFIN . . $. </s>
Meter	Wasser	Physical	NAC	No	http://www.kanu-spremberg.de/wasserwandern/archiv.htm	240472e40a076cd1502c742d91f09ab4178d	a	37.9	<s> Also also ADV bis	bis APPR	auf auf APPR ' ' $( m m NN Wasser Wasser NN ! ! $. </s>
Meter	Wasser	Physical	NAC	Yes	http://cdv-forum.de/cdvboard/deutsch/archive/index.php?t-24591-p-2.html	fbbf1eb093c361e0e81717c6c4ad903bead5	c	31.1	<s> Deine dein PPOSAT kleinen klein ADJA Handgranaten Handgranate NN unter unter APPR den die ART	Flügeln Flügel	NN ( ( $( :D (smiley) XY ) ) $( machen machen VVFIN meiner mein PPOSAT Hülle Hülle NN dann dann ADV ab ab APPR 1 1 CARD m m NN Wasser Wasser NN vermutlich vermutlich ADV eh eh ADV nix nix PIS mehr mehr ADV aus aus APPR :D (smiley) XY ... ... $. 500 500 CARD kg kg NN kann können VMFIN die die ART FW (unknown) ADJA A A NN 9 9 CARD schon schon ADV schleppen schleppen VVINF . . $. </s>
Schluck	Tee	Portion	NAC	No	http://www.oleswelt.de/prosa/ole_vanhoefer_arabel__eine_etwas_andere_weihnachtsgesch.html	a3898903c1b43bd0a87aaacc4e673a229279	c	41.8	<s> Dann dann ADV nahm nehmen	VVFIN ich	ich PPER gedankenverloren gedankenverloren ADJD ein eine ART Schluck Schluck NN Tee Tee NN und und KON verzog verziehen VVFIN das die ART Gesicht Gesicht NN . . $. </s>
Liter	Wein	Physical	NAC	Yes	http://www.spirit-of-granturismo.de/forums/archive/index.php/t-1462.html	d715d791134729dee204e7e74d99c1d7e97a	d	17.6	<s> Jeder jede PIAT Besucher Besucher NN darf dürfen VMFIN täglich täglich ADJD nur nur ADV	24 24	CARD Dosen Dose|Dosis NN Normal normal ADJD - - $( oder oder KON 36 36 CARD Dosen Dose|Dosis NN Leichtbier Leichtbier NN bzw. beziehungsweise ADV vier vier CARD Liter Liter NN Wein Wein NN konsumieren konsumieren VVINF . . $. </s>
Topf	Suppe	Container	NAC	No	http://www.dosto.de/gengruppe/genofood/aktion/idee.html	fc87c9d1551062b8b935c4443356807b3a61	e	41.0	<s> An an APPR einem eine ART öffentlichen öffentlich ADJA Ort	Ort NN	könntet können VMFIN ihr ihr PPER euch ihr PPER mit mit APPR einem eine ART großen groß ADJA Topf Topf NN Suppe Suppe NN positionieren positionieren VVINF und und KON diese diese PDS dann dann ADV gegen gegen APPR einen eine ART geringen gering ADJA Obolus Obolus NN an an APPR die die ART Passanten Passant NN als als KOKOM gentechnikfreien gentechnikfrei ADJA Eintopf Eintopf NN verkaufen verkaufen VVINF . . $. </s>
Liter	Wein	Physical	NAC	No	http://www.kreuzfahrten-ahoi.de/News/Supermarkt-MS-Astor.html	2850eff5645b6efd89f470ba3a9729dc3462	f	102.2	<s> 12.837	@card@ CARD	Liter Liter NN Wein Wein NN . . $. </s>
Schwall	Blut	Rest	NAC	No	http://www.daemonenforum.de/edgar-allen-poe-tragisches-leben-eines-genies-t51.html	5cdd2611e5e9790d9fd7d9dc930d9ceb755b	b	60.9	<s> Fast fast ADV schon schon ADV traumatisch traumatisch ADJD wurde werden VAFIN für für APPR Edgar Edgar NE das die ART schockierende schockierend ADJA Erlebnis Erlebnis	NN ,	, $, als als KOKOM seine sein PPOSAT Frau Frau NN Virginia Virginia NE während während APPR des die ART Singens Singen NE , , $, was was PRELS sie sie PPER des die ART öfteren (unknown) ADV gerne gerne ADV tat tun VVFIN , , $, einen eine ART Schwall Schwall NN Blut Blut NN auf auf APPR ihr ihr PPOSAT Kleid Kleid NN spuckte spucken VVFIN . . $. </s>
Menge	Staub	Amount	NAC	No	http://www.paisland.de/biketour2004/teil1/html/tag7.html	2ab538760b800cbf08d254f3b48c0eee05a4	c	40.1	<s> Wir wir PPER bauen bauen VVFIN die die ART Zelte Zelt NN auf auf PTKVZ	und und	KON es es PPER dauert dauern VVFIN nicht nicht PTKNEG lange lange ADV , , $, bis bis KOUS der die ART Sandsturm Sandsturm NN riesige riesig ADJA Mengen Menge NN Staub Staub NN ins in APPRART Zelt Zelt NN gepustet pusten VVPP hat haben VAFIN . . $. </s>
Schluck	Tee	Portion	NAC	No	http://www.nickstories.de/stories/thomas_j/schneemann-01.html	178cd9f2a2fc1cd0962fdad7a377034e4f10	c	22.1	<s> Ich ich PPER	trank trinken	VVFIN einen eine ART Schluck Schluck NN Tee Tee NN . . $. </s>
Kilogramm	Gepäck	Physical	NAC	No	http://www.kreatix-design-print.de/Privates/Jakobsweg2/Zeitung/zeitung.html	3bc242514839550aaf8c17ce1727952bb864	d	34.8	<s> Seither seither ADV hat haben VAFIN er er PPER	790 @card@	CARD Kilometer Kilometer NN zurückgelegt zurücklegen VVPP - - $( mit mit APPR 17 17 CARD Kilo Kilo NN Gepäck Gepäck NN auf auf APPR dem die ART Rücken Rücken NN , , $, Einmannzelt Einmannzelt NN inklusive inklusive APPO . . $. </s>
Haufe	Metall	Portion	NAC	No	http://www.norwegen-angelfreunde.de/archive/index.php?t-6761.html	63b388b29d4189d90f6777d9d4344f6c4ef7	d	12.3	<s> Nach nach APPR " " $( ewigem ewig ADJA " " $( warten warten VVINF	ist sein	VAFIN der die ART Pott Pott NN endlich endlich ADV da da PTKVZ : : $. Was was PWS für für APPR ein eine ART riesiger riesig ADJA Haufen Haufe NN Metall Metall NN denk denken VVIMP ich ich PPER mir ich PPER . . $. </s>
Molekül	Wasser	Rest	NAC	No	http://forum.physik-lab.de/ftopic7057.html	d19f32a77ffbf881d66da88bc10c133acbc5	o	0.0	<s> A A NN 10 10 CARD ^ ^ XY 28 28 CARD Protonen Proton NN B B NE 10 10 CARD ^ ^ XY 26 26 CARD Atomkerne Atomkern NN C C NN 3 3 CARD * * XY 10 10 CARD ^ ^ XY 26 26 CARD Sauerstoffatome Sauerstoffatom NN D D NN 3 3 CARD * * XY 10 10 CARD ^ ^ XY 25 25 CARD Neutronen Neutron NN E € NN 2	2 CARD	* * XY 10 10 CARD ^ ^ XY 27 27 CARD Elektronen Elektron NN Mein mein PPOSAT Weg Weg NN : : $. 1 1 CARD l l NN H H NN 2 2 CARD O O NN 1000 1000 CARD g g NN H H NN 2 2 CARD O O NN 1000 1000 CARD g g NN / / $( 18,015 @card@ CARD g g NN / / $( mol (unknown) ADJD = = $( 55,5093 @card@ CARD mol (unknown) ADJD 55,5093 @card@ CARD mol Mol NN * * XY 6,022 @card@ ADJA * * XY 10 10 CARD ^ ^ XY 23 23 CARD = = $( 3,34166 @card@ CARD * * XY 10 10 CARD ^ ^ XY 25 25 CARD Es Es NN sind sein VAFIN also also ADV 3,34166 @card@ CARD * * XY 10 10 CARD ^ ^ XY 25 25 CARD Moleküle Molekül NN Wasser Wasser NN vorhanden vorhanden ADJD . . $. </s>
Tropfen	Gift	Portion	PGC	No	http://www.louisan.de/Was-ist-das-Lieblingstier-des-Annett-Louisan-Fans_1198.html	1d877107cedd078396c59f09ff6b480be864	e	56.6	<s> " " $(	Bereits bereits ADV zwei	zwei CARD Tropfen Tropfen NN ihres ihr PPOSAT weißlichen (unknown) ADJA Giftes Gift NN reichen reichen VVFIN aus aus PTKVZ , , $, um um KOUI einen eine ART Menschen Mensch NN zu zu PTKZU töten töten VVINF . . $. </s>
Tonne	Abfall	Physical	NAC	Yes	http://www.mva-eberswalde.homepage.t-online.de/chronik_3.htm	a63a96860bc502a14ae64987a07a95df43a2	d	90.1	<s> Gerechnet rechnen VVPP wird werden VAFIN	mit mit	APPR Lkw-Transporten Lkw-Transport NN von von APPR 350 350 CARD Tonnen Tonne NN Abfall Abfall NN und und KON 100 100 CARD Tonnen Tonne NN Verbrennungsrückständen Verbrennungsrückstand NN täglich täglich ADJD . . $. </s>
Strahl	Wasser	Rest	PGC	No	http://www.diros.de/de/koch_rezepten/tvorozhnyj-pirog-so-slivami.html	e48461aba25a82b05fff041b32982204e43e	a	191.5	<s> Die die ART Pflaumen Pflaume NN	waschen waschen VVFIN Sie	Sie|sie PPER unter unter APPR dem die ART Strahl Strahl NN des die ART warmen warm ADJA Wassers Wasser NN mehrmals mehrmals ADV aus aus PTKVZ , , $, zerschneiden zerschneiden VVFIN Sie Sie|sie PPER in in APPR zwei zwei CARD Hälften Hälfte NN und und KON entfernen entfernen VVFIN Sie Sie|sie PPER die die ART Kerne Kern NN . . $. </s>
Liter	Gas	Physical	NAC	Yes	http://www.ballon-boutique-plauen.de/homepage//fragen.htm	476a5eb8dcf75890b7c487a6124cd735b997	c	46.2	<s> Wenn wenn KOUS der die ART Ballon Ballon NN z.B. z.B. ADV ein eine ART Volumen Volumen NN von	von APPR	10 10 CARD l l NN hat haben VAFIN ( ( $( es es PPER passen passen VVFIN 10 10 CARD l l NN Wasser Wasser NN hinein hinein PTKVZ oder oder KON 10 10 CARD l l NN Gas Gas NN bei bei APPR normalem normal ADJA Luftdruck Luftdruck NN ) ) $( und und KON man man PIS will wollen VMFIN die die ART doppelte doppelt ADJA Menge Menge NN Gas Gas NN einblasen einblasen VVINF , , $, so so ADV erhöht erhöhen VVFIN sich sich PRF der die ART Druck Druck NN um um APPR das die ART Doppelte Doppelte NN , , $, das die ART Volumen Volumen NN bleibt bleiben VVFIN unverändert unverändert ADJD . . $. </s>
Glas	Bier	Container	NAC	No	http://www.roland-buechner.de/sport/geschichte2.htm	c4167dc9253b26c5e8456200041c0896c54b	d	41.0	<s> Sicherlich sicherlich ADV nach nach APPR dem die ART Fußballspiel	Fußballspiel NN	trifft treffen VVFIN man man PIS sich sich PRF noch noch ADV auf auf APPR ein eine ART Glas Glas NN Bier Bier NN ( ( $( oft oft ADV waren sein VAFIN es es PPER mehr mehr ADV ) ) $( aber aber KON alles alle PIS wird werden VAFIN mehr mehr ADV oder oder KON wenig wenig ADV dem die ART Selbstlauf Selbstlauf NN überlassen überlassen VVPP 1968 1968 CARD Dieses dies PDAT Jahr Jahr NN sollte sollen VMFIN einen eine ART Wechsel Wechsel NN an an APPR der die ART Vereinsspitze Vereinsspitze NN mit mit APPR sich sich PRF bringen bringen VVINF . . $. </s>
Packung	Milch	Rest	NAC	Yes	http://www.lexexakt.de/glossar/preisindex.php	107e3c837b680a2710f30c068fe0370112ee	p	26.3	<s> Beispiel Beispiel NN : : $. Für für APPR das die ART Basisjahr Basisjahr	NN werden	werden VAFIN die die ART Kosten Kosten NN für für APPR 1 1 CARD kg kg NN Kartoffeln Kartoffel NN , , $, 5 5 CARD Packungen Packung NN Milch Milch NN , , $, ein eine ART Päckchen Päckchen NN Zucker Zucker NN , , $, Butter Butter NN etc. etc. ADV ermittelt ermitteln VVPP mit mit APPR 57 @card@ CARD , , $, - - $( Euro Euro NN . . $. </s>
