modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,13,13,35,,,,,,,j,0,8.45985388756,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,14,14,30,,,,,,,f,0,6.32502794266,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,15,15,22,,,,,,,j,0,6.84203195572,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,16,16,27,,,,,,,j,0,6.79220104218,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,17,17,24,,,,,,,f,0,7.54258012772,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,18,18,21,,,,,,,f,0,2.85546994209,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,19,19,26,,,,,,,j,0,14.2649979591,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,20,20,7,,,,,,,j,0,5.12377214432,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,21,21,38,,,,,,,j,0,5.33795404434,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,22,22,1,,,,,,,f,0,11.2622270584,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,23,23,20,,,,,,,j,0,6.9598300457,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,24,24,31,,,,,,,j,0,8.97715687752,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,25,25,29,,,,,,,f,0,8.12646985054,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,26,26,16,,,,,,,j,0,4.64164280891,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,27,27,14,,,,,,,j,0,6.13918089867,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,28,28,34,,,,,,,f,0,9.59424209595,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,29,29,37,,,,,,,j,0,3.31960678101,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,30,30,28,,,,,,,f,0,13.1134781837,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,31,31,25,,,,,,,f,0,6.9421069622,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,32,32,13,,,,,,,j,0,5.79072904587,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,33,33,19,,,,,,,j,0,6.35882210732,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,34,34,8,,,,,,,j,0,11.3455469608,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,35,35,4,,,,,,,j,0,7.54397892952,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,36,36,5,,,,,,,f,0,7.29246997833,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,37,37,18,,,,,,,j,0,5.2752840519,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,38,38,15,,,,,,,j,0,4.13716578484,2017_Jan_17_1347,60.0041773843,2afc,001,Di14,
