modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,6,6,1,,,,,,,f,0,7.66349506378,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,7,7,10,,,,,,,j,0,9.86014699936,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,8,8,12,,,,,,,j,0,9.22300195694,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,9,9,27,,,,,,,f,0,14.942373991,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,10,10,31,,,,,,,j,0,6.60804700851,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,11,11,26,,,,,,,j,0,7.31122684479,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,12,12,33,,,,,,,j,0,9.4580578804,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,13,13,32,,,,,,,j,0,5.14823198318,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,14,14,21,,,,,,,f,0,3.33794498444,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,15,15,9,,,,,,,f,0,7.22834801674,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,16,16,25,,,,,,,j,0,7.94918084145,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,17,17,13,,,,,,,j,0,5.90336894989,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,18,18,18,,,,,,,f,0,10.0453140736,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,19,19,7,,,,,,,j,0,10.4147639275,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,20,20,16,,,,,,,f,0,6.1543970108,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,21,21,28,,,,,,,f,0,5.06531906128,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,22,22,4,,,,,,,f,0,9.79387187958,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,23,23,23,,,,,,,f,0,8.45392990112,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,24,24,34,,,,,,,f,0,4.61118006706,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,25,25,17,,,,,,,f,0,6.79211997986,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,26,26,19,,,,,,,f,0,4.44422006607,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,27,27,6,,,,,,,f,0,14.5905239582,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,28,28,38,,,,,,,j,0,4.10958003998,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,29,29,5,,,,,,,f,0,9.03896808624,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,30,30,15,,,,,,,j,0,9.25780487061,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,31,31,22,,,,,,,j,0,4.94691300392,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,32,32,14,,,,,,,f,0,4.8632581234,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,33,33,29,,,,,,,j,0,6.5734641552,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,34,34,8,,,,,,,j,0,5.68543720245,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,35,35,30,,,,,,,f,0,6.84145283699,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,36,36,20,,,,,,,j,0,10.1795201302,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,37,37,0,,,,,,,j,0,5.93631505966,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,38,38,11,,,,,,,f,0,6.9428730011,2017_Jan_23_1055,60.0752533391,2afc,001,Mo11,
