modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,8,8,22,,,,,,,f,0,5.27376008034,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,9,9,5,,,,,,,f,0,8.00958490372,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,10,10,3,,,,,,,f,0,12.3981950283,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,11,11,26,,,,,,,f,0,8.81137895584,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,12,12,10,,,,,,,j,0,5.85793805122,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,13,13,13,,,,,,,j,0,3.98984384537,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,14,14,17,,,,,,,f,0,11.9784069061,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,15,15,18,,,,,,,j,0,10.3953800201,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,16,16,35,,,,,,,f,0,6.08843708038,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,17,17,14,,,,,,,f,0,5.50766205788,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,18,18,2,,,,,,,f,0,7.07604193687,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,19,19,12,,,,,,,f,0,7.28929901123,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,20,20,28,,,,,,,j,0,8.8116569519,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,21,21,30,,,,,,,f,0,6.17499399185,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,22,22,32,,,,,,,j,0,4.99079418182,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,23,23,11,,,,,,,j,0,9.96065092087,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,24,24,38,,,,,,,j,0,5.30459713936,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,25,25,7,,,,,,,j,0,7.9431951046,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,26,26,23,,,,,,,f,0,11.7132520676,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,27,27,0,,,,,,,j,0,4.55778503418,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,28,28,36,,,,,,,f,0,7.94310307503,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,29,29,9,,,,,,,f,0,5.84117698669,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,30,30,31,,,,,,,j,0,8.29139685631,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,31,31,25,,,,,,,f,0,7.64118409157,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,32,32,24,,,,,,,f,0,9.37732315063,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,33,33,15,,,,,,,j,0,12.2797329426,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,34,34,6,,,,,,,f,0,5.87524390221,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,35,35,4,,,,,,,f,0,4.57371497154,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,36,36,1,,,,,,,f,0,6.05824494362,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,37,37,20,,,,,,,j,0,12.3977098465,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,38,38,19,,,,,,,j,0,5.94145584106,2017_Jan_17_1551,59.9487742408,2afc,001,Di16,
