modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,26,26,0,,,,,,,j,0,4.19256091118,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,27,27,12,,,,,,,f,0,9.8273601532,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,28,28,17,,,,,,,j,0,3.27064490318,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,29,29,7,,,,,,,j,0,6.13799715042,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,30,30,20,,,,,,,f,0,7.54585409164,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,31,31,14,,,,,,,f,0,4.79618906975,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,32,32,37,,,,,,,j,0,1.7939119339,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,33,33,4,,,,,,,f,0,3.60608291626,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,34,34,38,,,,,,,j,0,2.93565893173,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,35,35,11,,,,,,,f,0,4.5949819088,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,36,36,28,,,,,,,j,0,7.53004813194,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,37,37,6,,,,,,,f,0,4.62825107574,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,38,38,15,,,,,,,j,0,9.35800695419,2017_Jan_20_1554,60.6736690444,2afc,001,Fr16,
