modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,12,12,36,,,,,,,j,0,13.6475031376,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,13,13,8,,,,,,,j,0,16.5327429771,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,14,14,15,,,,,,,j,0,17.0836510658,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,15,15,0,,,,,,,j,0,16.066300869,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,16,16,21,,,,,,,f,0,4.24006891251,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,17,17,1,,,,,,,f,0,19.6699559689,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,18,18,31,,,,,,,f,0,8.7438211441,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,19,19,20,,,,,,,j,0,21.7034440041,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,20,20,6,,,,,,,f,0,13.4805619717,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,21,21,19,,,,,,,f,0,6.57537102699,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,22,22,14,,,,,,,f,0,14.6146819592,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,23,23,2,,,,,,,j,0,10.4631950855,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,24,24,27,,,,,,,j,0,14.4980819225,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,25,25,12,,,,,,,f,0,11.8941419125,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,26,26,9,,,,,,,f,0,13.4638290405,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,27,27,18,,,,,,,f,0,15.181636095,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,28,28,32,,,,,,,j,0,7.60645508766,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,29,29,38,,,,,,,j,0,11.2626049519,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,30,30,13,,,,,,,j,0,9.61363196373,2017_Jan_17_1257,59.5802129618,2afc,001,,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,31,31,3,,,,,,,j,0,17.4837450981,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,32,32,17,,,,,,,j,0,22.0203051567,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,33,33,16,,,,,,,f,0,6.60967898369,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,34,34,37,,,,,,,j,0,9.49416899681,2017_Jan_17_1257,59.5802129618,2afc,001,,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,35,35,5,,,,,,,j,0,11.7126119137,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,36,36,28,,,,,,,j,0,15.1819808483,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,37,37,29,,,,,,,f,0,19.1517829895,2017_Jan_17_1257,59.5802129618,2afc,001,,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,38,38,34,,,,,,,j,0,16.5793578625,2017_Jan_17_1257,59.5802129618,2afc,001,,
