modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,11,11,24,,,,,,,f,0,15.8807759285,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,12,12,30,,,,,,,f,0,11.0858561993,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,13,13,19,,,,,,,f,0,12.6127400398,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,14,14,31,,,,,,,j,0,10.5820798874,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,15,15,20,,,,,,,f,0,18.6327521801,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,16,16,35,,,,,,,f,0,5.68571281433,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,17,17,2,,,,,,,j,0,7.24459695816,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,18,18,0,,,,,,,j,0,7.68162798882,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,19,19,12,,,,,,,f,0,13.3319101334,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,20,20,23,,,,,,,f,0,15.0601978302,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,21,21,5,,,,,,,f,0,10.6329629421,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,22,22,34,,,,,,,f,0,8.95489311218,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,23,23,28,,,,,,,f,0,12.3599689007,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,24,24,8,,,,,,,j,0,7.34565401077,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,25,25,36,,,,,,,j,0,15.7137110233,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,26,26,16,,,,,,,f,0,10.2461838722,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,27,27,3,,,,,,,f,0,9.39167904854,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,28,28,1,,,,,,,f,0,8.41849303246,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,29,29,7,,,,,,,f,0,15.8137631416,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,30,30,15,,,,,,,j,0,8.75469088554,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,31,31,29,,,,,,,f,0,8.58640503883,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,32,32,14,,,,,,,f,0,6.62442398071,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,33,33,33,,,,,,,j,0,8.33483600616,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,34,34,37,,,,,,,j,0,8.235216856,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,35,35,11,,,,,,,j,0,11.4704239368,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,36,36,18,,,,,,,j,0,8.90462017059,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,37,37,21,,,,,,,f,0,5.83552598953,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,38,38,13,,,,,,,j,0,7.9493470192,2017_Jan_19_1548,59.5777586807,2afc,001,Do16,
