modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,19,19,11,,,,,,,f,0,8.28452396393,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,20,20,31,,,,,,,j,0,5.4507830143,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,21,21,29,,,,,,,j,0,7.81544399261,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,22,22,24,,,,,,,j,0,7.02763485909,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,23,23,19,,,,,,,j,0,5.50151705742,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,24,24,18,,,,,,,f,0,6.18787407875,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,25,25,34,,,,,,,j,0,10.9511549473,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,26,26,12,,,,,,,f,0,11.8560068607,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,27,27,15,,,,,,,f,0,9.40836787224,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,28,28,14,,,,,,,f,0,8.45132493973,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,29,29,32,,,,,,,j,0,3.82361197472,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,30,30,0,,,,,,,j,0,4.62797808647,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,31,31,4,,,,,,,j,0,5.63419795036,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,32,32,5,,,,,,,j,0,5.90264511108,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,33,33,17,,,,,,,j,0,5.83622384071,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,34,34,10,,,,,,,j,0,8.26868009567,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,35,35,9,,,,,,,j,0,5.23262000084,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,36,36,37,,,,,,,j,0,4.17598390579,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,37,37,1,,,,,,,j,0,5.91939091682,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,38,38,27,,,,,,,j,0,17.9104280472,2017_Jan_19_1207,59.4169795016,2afc,001,Do12,
