modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,15,15,1,,,,,,,j,0,5.11527395248,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,16,16,2,,,,,,,j,0,4.96466088295,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,17,17,26,,,,,,,j,0,23.9641880989,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,18,18,11,,,,,,,j,0,8.08309197426,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,19,19,15,,,,,,,j,0,3.92412996292,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,20,20,14,,,,,,,j,0,7.0089609623,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,21,21,8,,,,,,,j,0,5.86977577209,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,22,22,27,,,,,,,f,0,11.0182759762,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,23,23,18,,,,,,,j,0,7.88178277016,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,24,24,34,,,,,,,f,0,7.39490008354,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,25,25,30,,,,,,,f,0,4.81340503693,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,26,26,23,,,,,,,f,0,7.69753098488,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,27,27,28,,,,,,,j,0,4.94775605202,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,28,28,35,,,,,,,j,0,5.40067195892,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,29,29,9,,,,,,,j,0,14.7734789848,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,30,30,5,,,,,,,j,0,6.72578907013,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,31,31,7,,,,,,,j,0,4.27638506889,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,32,32,38,,,,,,,j,0,4.76337504387,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,33,33,31,,,,,,,j,0,7.71406888962,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,34,34,20,,,,,,,f,0,13.030850172,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,35,35,12,,,,,,,f,0,6.40572810173,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,36,36,25,,,,,,,j,0,6.47373604774,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,37,37,13,,,,,,,j,0,3.9748108387,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,38,38,36,,,,,,,j,0,4.3604362011,2017_Jan_19_1401,59.8110541184,2afc,001,Do14,
