modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,26,26,15,,,,,,,j,0,6.79253697395,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,27,27,0,,,,,,,j,0,4.52814888954,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,28,28,8,,,,,,,j,0,4.9304599762,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,29,29,30,,,,,,,f,0,4.79617786407,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,30,30,11,,,,,,,f,0,7.89851808548,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
x,0,Wir übergaben das Auto dem Mann mehr als gerne.,x,Wir übergaben dem Mann das Auto mehr als gerne.,x,,,,,,,,,0,31,31,34,,,,,,,f,0,3.92490005493,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,32,32,25,,,,,,,f,0,7.84871196747,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,33,33,13,,,,,,,j,0,6.30633091927,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,34,34,12,,,,,,,f,0,12.4439930916,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,35,35,17,,,,,,,j,0,10.6839208603,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,36,36,14,,,,,,,j,0,8.87183690071,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,37,37,31,,,,,,,j,0,10.1296210289,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,38,38,4,,,,,,,f,0,9.59324002266,2017_Jan_18_1547,59.6726918344,2afc,001,Mi16,
