modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,5,5,11,,,,,,,j,0,18.9695661068,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,6,6,8,,,,,,,j,0,9.42493200302,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,7,7,9,,,,,,,j,0,5.60775899887,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,8,8,3,,,,,,,j,0,9.29391598701,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Sie verlassen wegen des schönen Wetters die Wohnung.,x,Sie verlassen wegen dem schönen Wetter die Wohnung.,x,,,,,,,,,0,9,9,19,,,,,,,j,0,12.3969190121,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,10,10,27,,,,,,,j,0,13.9308388233,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,11,11,4,,,,,,,f,0,6.50906705856,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,12,12,14,,,,,,,f,0,4.75722312927,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,13,13,2,,,,,,,f,0,6.09302020073,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,14,14,26,,,,,,,j,0,8.31022310257,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,15,15,33,,,,,,,f,0,15.4489710331,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,16,16,12,,,,,,,f,0,9.97513794899,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,17,17,6,,,,,,,f,0,5.82353591919,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,18,18,23,,,,,,,j,0,7.0227959156,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Das würde gepasst haben.,x,Das hätte gepasst.,x,,,,,,,,,0,19,19,21,,,,,,,f,0,4.05655288696,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,20,20,35,,,,,,,f,0,6.60865402222,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,21,21,28,,,,,,,j,0,7.85975503922,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,22,22,29,,,,,,,f,0,15.2986211777,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,23,23,18,,,,,,,j,0,6.05808997154,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,24,24,30,,,,,,,f,0,7.62618398666,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,25,25,20,,,,,,,j,0,7.19223594666,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,26,26,24,,,,,,,f,0,6.72531104088,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,27,27,15,,,,,,,j,0,4.19026398659,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,28,28,25,,,,,,,f,0,11.8455760479,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,29,29,1,,,,,,,f,0,11.8126988411,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Außer dem Essen kann ich leider nichts mitbringen.,x,Außer das Essen kann ich leider nichts mitbringen.,x,,,,,,,,,0,30,30,32,,,,,,,j,0,6.49161601067,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,31,31,16,,,,,,,f,0,18.7512841225,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,32,32,38,,,,,,,j,0,6.37443399429,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,33,33,31,,,,,,,j,0,7.58976912498,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,34,34,5,,,,,,,j,0,7.44403791428,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,35,35,17,,,,,,,j,0,7.32583498955,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,36,36,36,,,,,,,f,0,6.79201102257,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,37,37,0,,,,,,,j,0,4.44035506248,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,38,38,13,,,,,,,j,0,4.3068561554,2017_Jan_17_1007,59.9528016684,2afc,001,Di10,
