modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
x,0,In der Tat wissen wir von den Problemen im Landkreis.,x,In der Tat wissen wir um die Probleme im Landkreis.,x,,,,,,,,,0,14,14,22,,,,,,,j,0,12.2128038406,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Sie verbrauchen 60 Liter sprudelnden Trinkwassers.,mn,Sie verbrauchen 60 Liter sprudelndes Trinkwasser.,l,,,,,,,,,0,15,15,1,,,,,,,f,0,12.8473172188,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,16,16,4,,,,,,,f,0,10.7419950962,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,17,17,17,,,,,,,j,0,15.8670401573,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,18,18,27,,,,,,,f,0,15.6653051376,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,19,19,16,,,,,,,j,0,9.7453649044,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,20,20,30,,,,,,,f,0,6.94211912155,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,21,21,26,,,,,,,f,0,20.2021141052,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,22,22,13,,,,,,,j,0,6.39267992973,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,"Es hat uns die Stimmung ziemlich vermiest, dass es regnete.",x,"Dass es regnete, hat uns die Stimmung ziemlich vermiest.",x,,,,,,,,,0,23,23,36,,,,,,,f,0,9.36107707024,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,24,24,3,,,,,,,f,0,7.25901985168,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,25,25,9,,,,,,,f,0,10.8792490959,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,26,26,28,,,,,,,f,0,5.4380569458,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,27,27,14,,,,,,,f,0,4.70717406273,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,28,28,33,,,,,,,f,0,8.69047498703,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,29,29,35,,,,,,,f,0,6.35861492157,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Mit heißem leckerem Tee wärmten wir uns auf.,x,Mit heißem leckeren Tee wärmten wir uns auf.,x,,,,,,,,,0,30,30,18,,,,,,,f,0,12.9634549618,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,31,31,25,,,,,,,j,0,7.95988297462,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,32,32,10,,,,,,,j,0,16.8628201485,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,33,33,24,,,,,,,f,0,16.065611124,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,34,34,7,,,,,,,f,0,12.8459641933,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Beträchtliche Stücke saftiges Fleisch wurden serviert.,mn,Beträchtliche Stücke saftigen Fleischs wurden serviert.,l,,,,,,,,,0,35,35,6,,,,,,,j,0,16.1323740482,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,36,36,0,,,,,,,j,0,7.14075422287,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,37,37,8,,,,,,,j,0,5.00726509094,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,38,38,5,,,,,,,j,0,12.4933590889,2017_Jan_16_1354,59.9534015443,2afc,001,Mo14,
