modelPred,target,sent2,gender,sent1,corrAns,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,testsaetze.thisRepN,testsaetze.thisTrialN,testsaetze.thisN,testsaetze.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,deutschnativ.keys,deutschnativ.corr,deutschnativ.rt,reaction_2.keys,reaction_2.corr,reaction_2.rt,reaction.keys,reaction.corr,reaction.rt,date,frameRate,expName,session,participant,
drop,1,Dort türmen sich Berge schmutziger Wäsche.,fem,Dort türmen sich Berge schmutzige Wäsche.,r,,,,,,,,,0,9,9,13,,,,,,,j,0,6.60819387436,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Im Fernrohr sahen wir den roten Planeten ganz deutlich.,x,Im Fernrohr sahen wir den roten Planet ganz deutlich.,x,,,,,,,,,0,10,10,26,,,,,,,j,0,16.569382906,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,Er stellt die Masse mit einem Esslöffel warmen Honigs her.,mn,Er stellt die Masse mit einem Esslöffel warmem Honig her.,l,,,,,,,,,0,11,11,3,,,,,,,j,0,16.8868918419,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,In den Kakao gehören immer 350ml warme Milch.,fem,In den Kakao gehören immer 350ml warmer Milch.,r,,,,,,,,,0,12,12,8,,,,,,,j,0,10.3470430374,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,"Es waren nur kleinere Delikte, derer sie überführt wurden.",x,"Es waren nur kleinere Delikte, deren sie überführt wurden.",x,,,,,,,,,0,13,13,31,,,,,,,j,0,10.6314740181,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,"Die Uhr, die er trug, war aus Japan.",x,"Die Uhr war aus Japan, die er trug.",x,,,,,,,,,0,14,14,37,,,,,,,j,0,6.28938603401,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Die Gäste suchen die Wohnung des Herrn Gantenbeins.,x,Die Gäste suchen die Wohnung des Herrn Gantenbein.,x,,,,,,,,,0,15,15,20,,,,,,,f,0,7.98233795166,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Außer den Bürgermeister beschuldigten die Störenfriede jeden.,x,Außer dem Bürgermeister beschuldigten die Störenfriede jeden.,x,,,,,,,,,0,16,16,33,,,,,,,f,0,12.3755819798,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,In meinem Studium habe ich mehr als einmal Rilke gelesen.,x,In meinem Studium las ich mehr als einmal Rilke.,x,,,,,,,,,0,17,17,35,,,,,,,j,0,16.4511430264,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Wir hatten in Dänemark einen gelegentlichen Besucher.,x,Wir hatten in Dänemark gelegentlich einen Besucher.,x,,,,,,,,,0,18,18,24,,,,,,,f,0,12.1923091412,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Am äußersten Rand der Stadt liegen die Slums.,x,Am äußeren Rand der Stadt liegen die Slums.,x,,,,,,,,,0,19,19,23,,,,,,,f,0,10.1956481934,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Mit dieser Methode kann man eine große Menge dunkle Materie erzeugen.,fem,Mit dieser Methode kann man eine große Menge dunkler Materie erzeugen.,l,,,,,,,,,0,20,20,12,,,,,,,f,0,7.9330060482,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Die Kinder fuhren mit solchen unzureichenden Helmen zur Schule.,x,Die Kinder fuhren mit solch unzureichenden Helmen zur Schule.,x,,,,,,,,,0,21,21,29,,,,,,,f,0,6.7581281662,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,Ich nehme eine große Packung salziger Wurst mit an den See.,fem,Ich nehme eine große Packung salzige Wurst mit an den See.,l,,,,,,,,,0,22,22,9,,,,,,,j,0,6.05375409126,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Die Autos beider beteiligten Fahrer wurden verschrottet.,x,Die Autos beider beteiligter Fahrer wurden verschrottet.,x,,,,,,,,,0,23,23,28,,,,,,,f,0,14.5728061199,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,100g brauner Zucker sind auf jeden Fall genug.,mn,100g braunen Zuckers sind auf jeden Fall genug.,r,,,,,,,,,0,24,24,0,,,,,,,f,0,16.8699541092,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,"Die Uhr schlug sporadisch, obwohl sie defekt war.",x,"Die Uhr schlug sporadisch, obschon sie defekt war.",x,,,,,,,,,0,25,25,38,,,,,,,j,0,7.12744307518,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Nicht ein Tropfen königlichen Bluts hat den Boden berührt.,mn,Nicht ein Tropfen königliches Blut hat den Boden berührt.,r,,,,,,,,,0,26,26,5,,,,,,,f,0,17.7926518917,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,Man machte mal wieder viel Lärm um jede Menge heißer Luft.,fem,Man machte mal wieder viel Lärm um jede Menge heiße Luft.,l,,,,,,,,,0,27,27,11,,,,,,,f,0,23.1425099373,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Die Stimmung stieg dank wunderbarem roten Wein.,x,Die Stimmung stieg dank wunderbarem rotem Wein.,x,,,,,,,,,0,28,28,25,,,,,,,j,0,9.92850899696,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,Die Schule verbraucht 260.000 Kilowattstunden elektrische Energie.,fem,Die Schule verbraucht 260.000 Kilowattstunden elektrischer Energie.,r,,,,,,,,,0,29,29,10,,,,,,,f,0,10.1124589443,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Sie hatte keine Lust auf noch eine Sammlung dumme Sprüche.,x,Sie hatte keine Lust auf noch eine Sammlung dummer Sprüche.,x,,,,,,,,,0,30,30,30,,,,,,,f,0,6.1372320652,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Bei der Feier gedachte man der Soldaten des zweiten Weltkriegs.,x,Bei der Feier gedachte man den Soldaten des zweiten Weltkriegs.,x,,,,,,,,,0,31,31,17,,,,,,,j,0,9.99521303177,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Er wurde trotz des bekannten Skandal wiedergewählt.,x,Er wurde trotz dem bekannten Skandal wiedergewählt.,x,,,,,,,,,0,32,32,16,,,,,,,j,0,6.7585299015,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Bei unserer Ankunft stand ein Glas köstlichen Weins schon auf dem Tisch.,mn,Bei unserer Ankunft stand ein Glas köstlicher Wein schon auf dem Tisch.,r,,,,,,,,,0,33,33,7,,,,,,,j,0,7.61344981194,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Wir mussten uns durch Büschel frisches Gras zwängen.,mn,Wir mussten uns durch Büschel frischen Grases zwängen.,l,,,,,,,,,0,34,34,4,,,,,,,f,0,10.2961900234,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
x,0,Unter wildem ausgelassenem Gegröle randalierten wieder die Abiturienten.,x,Unter wildem ausgelassenen Gegröle randalierten wieder die Abiturienten.,x,,,,,,,,,0,35,35,27,,,,,,,f,0,4.96329116821,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Viele Tonnen gebrauchte Kleidung landen im Müll.,fem,Viele Tonnen gebrauchter Kleidung landen im Müll.,l,,,,,,,,,0,36,36,14,,,,,,,f,0,7.36185312271,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
drop,1,Es wurden Eimer roter Farbe geschleudert.,fem,Es wurden Eimer rote Farbe geschleudert.,r,,,,,,,,,0,37,37,15,,,,,,,j,0,6.82588505745,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
level,1,Wir haben jede Menge alten Kram aus dem Haus geschafft.,mn,Wir haben jede Menge alten Krams aus dem Haus geschafft.,r,,,,,,,,,0,38,38,2,,,,,,,j,0,12.2422959805,2017_Jan_18_1303,59.8569758863,2afc,001,Mi13,
