text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,date,frameRate,expName,session,participant,
,klassischen,serviert.,wurden,der,"reichem,",würden,von,elektrische,feinem,war,vor,noch,minimalem,feinem,"frischem,",Skandal,Wäsche.,eine,einen,salzige,mehr,Glas,liegen,350,geschleudert.,unzureichenden,kaltem,hätten,liegen,immer,noch,die,purem,künftigem,den,Lärm,die,monatlichem,weichem,Störenfriede,des,Trinkwassers.,harten,gelegentlichen,sie,ungefähr,roten,geschleudert.,um,im,roten,wurden,elektrischer,Krams,deren,350,täglichem,was,"Zeit,",Kram,Lärm,einem,Skandals,"nachgewiesen,",hat,eine,sauberen,Glas,auf,leider,unzureichenden,Trinkwasser.,Störenfriede,einem,Tiere,Auto,hat,ziemlich,leider,derer,auf,Wetters,frischen,Wetter,seltenem,sie,des,serviert.,am,die,salziger,Wäsche.,im,Mann,mehr,Bundespräsident.,zusätzlichem,frisches,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,0,5,5,5,,,,,,,space,0.950799942017,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Schmuck,nan,verschrottet.,Soldaten,goldenen,seiner,den,Energie.,Kunsteis,aus,Dezember,eine,täglichen,dichten,kaltem,wiedergewählt.,nan,große,Besucher.,Wurst,als,köstlichen,die,ml,nan,Helmen,Abduschen,seiner,die,ruhig,eine,Stimmung,Alkohol,Einkommen,Soldaten,um,Flut,Taschengeld,Untergrund,jeden.,Herrn,nan,Schaumstoff,Besucher.,defekt,drei,Planeten,nan,die,Müll.,Planet,verschrottet.,Energie.,aus,sie,ml,grünen,Tupperware,um,aus,um,Esslöffel,wiedergewählt.,dass,den,große,Kraftstoff,köstlicher,jeden,nichts,Helmen,nan,jeden.,Esslöffel,artgerecht,mehr,den,"vermiest,",nichts,sie,jeden,die,Grases,die,dichten,defekt,Herrn,nan,Hauptbahnhof.,er,Wurst,nan,Müll.,mehr,als,nan,schwarzem,Gras,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,0,6,6,6,,,,,,,space,0.559888124466,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,None,n,3.50563788414,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Die,Beträchtliche,Die,Bei,Das,Die,In,Die,Die,Die,Unter,Sie,Ihr,Er,Sie,Er,Dort,Mit,Wir,Ich,In,Bei,Am,In,Es,Die,Die,Die,Am,Fernab,Sie,Dass,Die,Manche,Bei,Man,Als,Jugendliche,Jungtiere,Außer,Die,Sie,Alle,Wir,Die,Der,Im,Es,In,Viele,Im,Die,Die,Wir,Es,In,Ich,Die,Jetzt,Wir,Man,Er,Er,In,Nicht,Mit,Wir,Bei,100,Außer,Die,Sie,Außer,Er,In,Wir,Nicht,Es,Außer,Es,100,Sie,Wir,Sie,Danach,Die,Die,Beträchtliche,Die,Die,Ich,Dort,Viele,Wir,In,Walter,Die,Wir,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,0,0,0,,,,,,None,space,1.26845192909,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Stücke,Stücke,Autos,der,Tuch,Schuhe,der,Schule,Eislaufbahnen,"Uhr,",keinen,hatte,Blutdruck,hat,haben,wurde,türmen,dieser,hatten,nehme,meinem,unserer,äußersten,den,wurden,Kinder,Formen,Schuhe,äußeren,des,hatte,es,Lösung,Kreditnehmer,der,machte,die,können,sollten,den,Gäste,verbrauchen,Betten,hatten,Uhr,Flug,Fernrohr,wurden,der,Tonnen,Fernrohr,Autos,Schule,haben,waren,den,wurde,Teilnehmerinnen,ist,haben,machte,stellt,wurde,einer,ein,dieser,konnten,unserer,g,das,Kinder,verbrauchen,dem,stellt,diesem,übergaben,ein,hat,dem,waren,g,verlassen,mussten,verlassen,wurde,Uhr,Gäste,Stücke,Linie,Uhr,nehme,türmen,Tonnen,übergaben,meinem,Scheel,müden,mussten,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,1,1,1,,,,,,,space,0.721997976303,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,wurden,saftiges,beider,Feier,wurde,in,Tat,verbraucht,wurden,die,Umständen,keine,kann,ein,die,trotz,sich,Methode,in,eine,Studium,Ankunft,Rand,Kakao,Eimer,fuhren,wurden,in,Rand,Rummels,keine,"regnete,",wird,sind,Feier,mal,Sonne,Kleidung,immer,Bürgermeister,suchen,60,wurden,in,schlug,zum,sahen,Eimer,Tat,gebrauchter,sahen,beider,verbraucht,jede,nur,Kakao,damals,wussten,genau,jede,mal,die,trotz,Studie,Tropfen,Methode,dann,Ankunft,braunen,Essen,fuhren,60,Bürgermeister,die,Zirkus,dem,Tropfen,uns,Essen,nur,brauner,wegen,uns,wegen,die,schlug,suchen,saftigen,101,war,eine,sich,gebrauchte,das,Studium,war,Teilnehmer,uns,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,2,2,2,,,,,,,space,0.711384057999,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,aus,Fleisch,beteiligten,gedachte,dann,Größe,wissen,260.000,mit,er,können,Lust,schon,Hemd,Erlebnisse,dem,Berge,kann,Dänemark,große,habe,stand,der,gehören,roter,mit,unter,Größe,der,wurde,Lust,hat,mit,mit,gedachte,wieder,"unterging,",bei,auf,beschuldigten,die,Liter,mit,Dänemark,"sporadisch,",Mond,wir,rote,wissen,Kleidung,wir,beteiligter,260.000,Menge,kleinere,gehören,schnell,überwiegend,die,Menge,wieder,Masse,des,wurde,königlichen,kann,mit,stand,Zuckers,kann,mit,Liter,beschuldigten,Masse,werden,Mann,königliches,die,kann,kleinere,Zucker,des,durch,dem,Leinwand,"sporadisch,",die,Fleischs,hält,aus,große,Berge,Kleidung,Auto,las,der,wurden,durch,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,3,3,3,,,,,,,space,0.486258029938,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,"wertvollem,",wurden,Fahrer,man,mit,36,wir,Kilowattstunden,dauerhaftem,"trug,",Neuwahlen,auf,bei,aus,bei,bekannten,schmutzige,man,gelegentlich,Packung,ich,ein,Stadt,immer,Farbe,solchen,"regelmäßigem,",36,Stadt,schon,auf,uns,"reichlichem,","sämtlichem,",man,viel,war,ausreichendem,warmem,die,Wohnung,sprudelnden,"üblichem,",einen,obwohl,dauerte,den,Farbe,wir,landen,den,Fahrer,Kilowattstunden,alten,"Delikte,",immer,dank,"nicht,",richtige,alten,viel,mit,bekannten,jetzt,Bluts,man,"minimalem,",ein,sind,ich,solch,sprudelndes,die,mit,die,das,Blut,Stimmung,ich,"Delikte,",sind,schönen,Büschel,schönen,aus,obschon,Wohnung,wurden,nicht,"Japan,",Packung,schmutziger,landen,dem,ich,vierte,mit,Büschel,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,4,4,4,,,,,,,space,1.1416258812,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,klassischen,serviert.,wurden,der,"reichem,",würden,von,elektrische,feinem,war,vor,noch,minimalem,feinem,"frischem,",Skandal,Wäsche.,eine,einen,salzige,mehr,Glas,liegen,350,geschleudert.,unzureichenden,kaltem,hätten,liegen,immer,noch,die,purem,künftigem,den,Lärm,die,monatlichem,weichem,Störenfriede,des,Trinkwassers.,harten,gelegentlichen,sie,ungefähr,roten,geschleudert.,um,im,roten,wurden,elektrischer,Krams,deren,350,täglichem,was,"Zeit,",Kram,Lärm,einem,Skandals,"nachgewiesen,",hat,eine,sauberen,Glas,auf,leider,unzureichenden,Trinkwasser.,Störenfriede,einem,Tiere,Auto,hat,ziemlich,leider,derer,auf,Wetters,frischen,Wetter,seltenem,sie,des,serviert.,am,die,salziger,Wäsche.,im,Mann,mehr,Bundespräsident.,zusätzlichem,frisches,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,5,5,5,,,,,,,space,0.544203042984,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Schmuck,nan,verschrottet.,Soldaten,goldenen,seiner,den,Energie.,Kunsteis,aus,Dezember,eine,täglichen,dichten,kaltem,wiedergewählt.,nan,große,Besucher.,Wurst,als,köstlichen,die,ml,nan,Helmen,Abduschen,seiner,die,ruhig,eine,Stimmung,Alkohol,Einkommen,Soldaten,um,Flut,Taschengeld,Untergrund,jeden.,Herrn,nan,Schaumstoff,Besucher.,defekt,drei,Planeten,nan,die,Müll.,Planet,verschrottet.,Energie.,aus,sie,ml,grünen,Tupperware,um,aus,um,Esslöffel,wiedergewählt.,dass,den,große,Kraftstoff,köstlicher,jeden,nichts,Helmen,nan,jeden.,Esslöffel,artgerecht,mehr,den,"vermiest,",nichts,sie,jeden,die,Grases,die,dichten,defekt,Herrn,nan,Hauptbahnhof.,er,Wurst,nan,Müll.,mehr,als,nan,schwarzem,Gras,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,6,6,6,,,,,,,space,0.712710857391,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,umgearbeitet.,nan,nan,des,Besatz,Frau,Problemen,nan,eingesprüht.,Japan.,stattfinden.,Sammlung,Einsatz,Stoff,Saft,nan,nan,Menge,nan,mit,einmal,Weins,Slums.,warme,nan,zur,gehärtet.,Frau,Slums.,diskutiert.,Sammlung,ziemlich,verdünnt.,haftbar.,des,jede,zurückgekehrt.,selber,liegen.,nan,Gantenbeins.,nan,gefertigt.,nan,war.,Tage.,ganz,nan,Probleme,nan,ganz,nan,nan,dem,überführt,warmer,Tee,ist.,Nadelhölzer,dem,jede,warmen,nan,das,Boden,Menge,fahren.,Wein,Fall,mitbringen.,zur,nan,nan,warmem,gehalten.,als,Boden,dass,mitbringen.,überführt,Fall,Wohnung.,zwängen.,Wohnung.,Gewebe,war.,Gantenbein.,nan,nan,trug.,mit,nan,nan,als,einmal,nan,Kaffee,zwängen.,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,7,7,7,,,,,,,space,1.59645986557,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,None,n,5.4141561985,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Die,Beträchtliche,Die,Bei,Das,Die,In,Die,Die,Die,Unter,Sie,Ihr,Er,Sie,Er,Dort,Mit,Wir,Ich,In,Bei,Am,In,Es,Die,Die,Die,Am,Fernab,Sie,Dass,Die,Manche,Bei,Man,Als,Jugendliche,Jungtiere,Außer,Die,Sie,Alle,Wir,Die,Der,Im,Es,In,Viele,Im,Die,Die,Wir,Es,In,Ich,Die,Jetzt,Wir,Man,Er,Er,In,Nicht,Mit,Wir,Bei,100,Außer,Die,Sie,Außer,Er,In,Wir,Nicht,Es,Außer,Es,100,Sie,Wir,Sie,Danach,Die,Die,Beträchtliche,Die,Die,Ich,Dort,Viele,Wir,In,Walter,Die,Wir,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,0,0,0,,,,,,None,space,1.96629095078,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Stücke,Stücke,Autos,der,Tuch,Schuhe,der,Schule,Eislaufbahnen,"Uhr,",keinen,hatte,Blutdruck,hat,haben,wurde,türmen,dieser,hatten,nehme,meinem,unserer,äußersten,den,wurden,Kinder,Formen,Schuhe,äußeren,des,hatte,es,Lösung,Kreditnehmer,der,machte,die,können,sollten,den,Gäste,verbrauchen,Betten,hatten,Uhr,Flug,Fernrohr,wurden,der,Tonnen,Fernrohr,Autos,Schule,haben,waren,den,wurde,Teilnehmerinnen,ist,haben,machte,stellt,wurde,einer,ein,dieser,konnten,unserer,g,das,Kinder,verbrauchen,dem,stellt,diesem,übergaben,ein,hat,dem,waren,g,verlassen,mussten,verlassen,wurde,Uhr,Gäste,Stücke,Linie,Uhr,nehme,türmen,Tonnen,übergaben,meinem,Scheel,müden,mussten,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,1,1,1,,,,,,,space,1.23831510544,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,wurden,saftiges,beider,Feier,wurde,in,Tat,verbraucht,wurden,die,Umständen,keine,kann,ein,die,trotz,sich,Methode,in,eine,Studium,Ankunft,Rand,Kakao,Eimer,fuhren,wurden,in,Rand,Rummels,keine,"regnete,",wird,sind,Feier,mal,Sonne,Kleidung,immer,Bürgermeister,suchen,60,wurden,in,schlug,zum,sahen,Eimer,Tat,gebrauchter,sahen,beider,verbraucht,jede,nur,Kakao,damals,wussten,genau,jede,mal,die,trotz,Studie,Tropfen,Methode,dann,Ankunft,braunen,Essen,fuhren,60,Bürgermeister,die,Zirkus,dem,Tropfen,uns,Essen,nur,brauner,wegen,uns,wegen,die,schlug,suchen,saftigen,101,war,eine,sich,gebrauchte,das,Studium,war,Teilnehmer,uns,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,2,2,2,,,,,,,space,1.17260694504,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,aus,Fleisch,beteiligten,gedachte,dann,Größe,wissen,260.000,mit,er,können,Lust,schon,Hemd,Erlebnisse,dem,Berge,kann,Dänemark,große,habe,stand,der,gehören,roter,mit,unter,Größe,der,wurde,Lust,hat,mit,mit,gedachte,wieder,"unterging,",bei,auf,beschuldigten,die,Liter,mit,Dänemark,"sporadisch,",Mond,wir,rote,wissen,Kleidung,wir,beteiligter,260.000,Menge,kleinere,gehören,schnell,überwiegend,die,Menge,wieder,Masse,des,wurde,königlichen,kann,mit,stand,Zuckers,kann,mit,Liter,beschuldigten,Masse,werden,Mann,königliches,die,kann,kleinere,Zucker,des,durch,dem,Leinwand,"sporadisch,",die,Fleischs,hält,aus,große,Berge,Kleidung,Auto,las,der,wurden,durch,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,3,3,3,,,,,,,space,0.519377946854,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,"wertvollem,",wurden,Fahrer,man,mit,36,wir,Kilowattstunden,dauerhaftem,"trug,",Neuwahlen,auf,bei,aus,bei,bekannten,schmutzige,man,gelegentlich,Packung,ich,ein,Stadt,immer,Farbe,solchen,"regelmäßigem,",36,Stadt,schon,auf,uns,"reichlichem,","sämtlichem,",man,viel,war,ausreichendem,warmem,die,Wohnung,sprudelnden,"üblichem,",einen,obwohl,dauerte,den,Farbe,wir,landen,den,Fahrer,Kilowattstunden,alten,"Delikte,",immer,dank,"nicht,",richtige,alten,viel,mit,bekannten,jetzt,Bluts,man,"minimalem,",ein,sind,ich,solch,sprudelndes,die,mit,die,das,Blut,Stimmung,ich,"Delikte,",sind,schönen,Büschel,schönen,aus,obschon,Wohnung,wurden,nicht,"Japan,",Packung,schmutziger,landen,dem,ich,vierte,mit,Büschel,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,4,4,4,,,,,,,space,0.973181962967,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,klassischen,serviert.,wurden,der,"reichem,",würden,von,elektrische,feinem,war,vor,noch,minimalem,feinem,"frischem,",Skandal,Wäsche.,eine,einen,salzige,mehr,Glas,liegen,350,geschleudert.,unzureichenden,kaltem,hätten,liegen,immer,noch,die,purem,künftigem,den,Lärm,die,monatlichem,weichem,Störenfriede,des,Trinkwassers.,harten,gelegentlichen,sie,ungefähr,roten,geschleudert.,um,im,roten,wurden,elektrischer,Krams,deren,350,täglichem,was,"Zeit,",Kram,Lärm,einem,Skandals,"nachgewiesen,",hat,eine,sauberen,Glas,auf,leider,unzureichenden,Trinkwasser.,Störenfriede,einem,Tiere,Auto,hat,ziemlich,leider,derer,auf,Wetters,frischen,Wetter,seltenem,sie,des,serviert.,am,die,salziger,Wäsche.,im,Mann,mehr,Bundespräsident.,zusätzlichem,frisches,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,5,5,5,,,,,,,space,0.829158067703,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Schmuck,nan,verschrottet.,Soldaten,goldenen,seiner,den,Energie.,Kunsteis,aus,Dezember,eine,täglichen,dichten,kaltem,wiedergewählt.,nan,große,Besucher.,Wurst,als,köstlichen,die,ml,nan,Helmen,Abduschen,seiner,die,ruhig,eine,Stimmung,Alkohol,Einkommen,Soldaten,um,Flut,Taschengeld,Untergrund,jeden.,Herrn,nan,Schaumstoff,Besucher.,defekt,drei,Planeten,nan,die,Müll.,Planet,verschrottet.,Energie.,aus,sie,ml,grünen,Tupperware,um,aus,um,Esslöffel,wiedergewählt.,dass,den,große,Kraftstoff,köstlicher,jeden,nichts,Helmen,nan,jeden.,Esslöffel,artgerecht,mehr,den,"vermiest,",nichts,sie,jeden,die,Grases,die,dichten,defekt,Herrn,nan,Hauptbahnhof.,er,Wurst,nan,Müll.,mehr,als,nan,schwarzem,Gras,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,6,6,6,,,,,,,space,1.44062995911,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,umgearbeitet.,nan,nan,des,Besatz,Frau,Problemen,nan,eingesprüht.,Japan.,stattfinden.,Sammlung,Einsatz,Stoff,Saft,nan,nan,Menge,nan,mit,einmal,Weins,Slums.,warme,nan,zur,gehärtet.,Frau,Slums.,diskutiert.,Sammlung,ziemlich,verdünnt.,haftbar.,des,jede,zurückgekehrt.,selber,liegen.,nan,Gantenbeins.,nan,gefertigt.,nan,war.,Tage.,ganz,nan,Probleme,nan,ganz,nan,nan,dem,überführt,warmer,Tee,ist.,Nadelhölzer,dem,jede,warmen,nan,das,Boden,Menge,fahren.,Wein,Fall,mitbringen.,zur,nan,nan,warmem,gehalten.,als,Boden,dass,mitbringen.,überführt,Fall,Wohnung.,zwängen.,Wohnung.,Gewebe,war.,Gantenbein.,nan,nan,trug.,mit,nan,nan,als,einmal,nan,Kaffee,zwängen.,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,7,7,7,,,,,,,space,0.587847948074,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,nan,nan,nan,zweiten,rekonstruiert.,gepasst,im,nan,nan,nan,nan,dumme,sinken.,gefertigt.,besprochen.,nan,nan,dunkler,nan,an,Rilke,schon,nan,Milch.,nan,Schule.,nan,gepasst.,nan,nan,dummer,vermiest.,nan,nan,zweiten,Menge,nan,kaufen.,nan,nan,nan,nan,nan,nan,nan,nan,deutlich.,nan,im,nan,deutlich.,nan,nan,Haus,wurden.,Milch.,wieder,nan,umzusetzen.,Haus,Menge,Honigs,nan,Medikament,berührt.,dunkle,nan,schon,genug.,nan,Schule.,nan,nan,Honig,nan,gerne.,berührt.,es,nan,wurden.,genug.,nan,nan,nan,wiederhergestellt.,nan,nan,nan,nan,nan,an,nan,nan,gerne.,Rilke.,nan,wiederbelebt.,nan,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,0,8,8,8,,,,,,,space,0.533712863922,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,None,j,13.9734869003,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Die,Beträchtliche,Die,Bei,Das,Die,In,Die,Die,Die,Unter,Sie,Ihr,Er,Sie,Er,Dort,Mit,Wir,Ich,In,Bei,Am,In,Es,Die,Die,Die,Am,Fernab,Sie,Dass,Die,Manche,Bei,Man,Als,Jugendliche,Jungtiere,Außer,Die,Sie,Alle,Wir,Die,Der,Im,Es,In,Viele,Im,Die,Die,Wir,Es,In,Ich,Die,Jetzt,Wir,Man,Er,Er,In,Nicht,Mit,Wir,Bei,100,Außer,Die,Sie,Außer,Er,In,Wir,Nicht,Es,Außer,Es,100,Sie,Wir,Sie,Danach,Die,Die,Beträchtliche,Die,Die,Ich,Dort,Viele,Wir,In,Walter,Die,Wir,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,0,0,0,,,,,,None,space,1.71279501915,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,Stücke,Stücke,Autos,der,Tuch,Schuhe,der,Schule,Eislaufbahnen,"Uhr,",keinen,hatte,Blutdruck,hat,haben,wurde,türmen,dieser,hatten,nehme,meinem,unserer,äußersten,den,wurden,Kinder,Formen,Schuhe,äußeren,des,hatte,es,Lösung,Kreditnehmer,der,machte,die,können,sollten,den,Gäste,verbrauchen,Betten,hatten,Uhr,Flug,Fernrohr,wurden,der,Tonnen,Fernrohr,Autos,Schule,haben,waren,den,wurde,Teilnehmerinnen,ist,haben,machte,stellt,wurde,einer,ein,dieser,konnten,unserer,g,das,Kinder,verbrauchen,dem,stellt,diesem,übergaben,ein,hat,dem,waren,g,verlassen,mussten,verlassen,wurde,Uhr,Gäste,Stücke,Linie,Uhr,nehme,türmen,Tonnen,übergaben,meinem,Scheel,müden,mussten,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,1,1,1,,,,,,,space,0.704528093338,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,wurden,saftiges,beider,Feier,wurde,in,Tat,verbraucht,wurden,die,Umständen,keine,kann,ein,die,trotz,sich,Methode,in,eine,Studium,Ankunft,Rand,Kakao,Eimer,fuhren,wurden,in,Rand,Rummels,keine,"regnete,",wird,sind,Feier,mal,Sonne,Kleidung,immer,Bürgermeister,suchen,60,wurden,in,schlug,zum,sahen,Eimer,Tat,gebrauchter,sahen,beider,verbraucht,jede,nur,Kakao,damals,wussten,genau,jede,mal,die,trotz,Studie,Tropfen,Methode,dann,Ankunft,braunen,Essen,fuhren,60,Bürgermeister,die,Zirkus,dem,Tropfen,uns,Essen,nur,brauner,wegen,uns,wegen,die,schlug,suchen,saftigen,101,war,eine,sich,gebrauchte,das,Studium,war,Teilnehmer,uns,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,2,2,2,,,,,,,space,0.587162971497,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,aus,Fleisch,beteiligten,gedachte,dann,Größe,wissen,260.000,mit,er,können,Lust,schon,Hemd,Erlebnisse,dem,Berge,kann,Dänemark,große,habe,stand,der,gehören,roter,mit,unter,Größe,der,wurde,Lust,hat,mit,mit,gedachte,wieder,"unterging,",bei,auf,beschuldigten,die,Liter,mit,Dänemark,"sporadisch,",Mond,wir,rote,wissen,Kleidung,wir,beteiligter,260.000,Menge,kleinere,gehören,schnell,überwiegend,die,Menge,wieder,Masse,des,wurde,königlichen,kann,mit,stand,Zuckers,kann,mit,Liter,beschuldigten,Masse,werden,Mann,königliches,die,kann,kleinere,Zucker,des,durch,dem,Leinwand,"sporadisch,",die,Fleischs,hält,aus,große,Berge,Kleidung,Auto,las,der,wurden,durch,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,3,3,3,,,,,,,space,0.748780965805,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,"wertvollem,",wurden,Fahrer,man,mit,36,wir,Kilowattstunden,dauerhaftem,"trug,",Neuwahlen,auf,bei,aus,bei,bekannten,schmutzige,man,gelegentlich,Packung,ich,ein,Stadt,immer,Farbe,solchen,"regelmäßigem,",36,Stadt,schon,auf,uns,"reichlichem,","sämtlichem,",man,viel,war,ausreichendem,warmem,die,Wohnung,sprudelnden,"üblichem,",einen,obwohl,dauerte,den,Farbe,wir,landen,den,Fahrer,Kilowattstunden,alten,"Delikte,",immer,dank,"nicht,",richtige,alten,viel,mit,bekannten,jetzt,Bluts,man,"minimalem,",ein,sind,ich,solch,sprudelndes,die,mit,die,das,Blut,Stimmung,ich,"Delikte,",sind,schönen,Büschel,schönen,aus,obschon,Wohnung,wurden,nicht,"Japan,",Packung,schmutziger,landen,dem,ich,vierte,mit,Büschel,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,4,4,4,,,,,,,space,0.710396051407,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
,klassischen,serviert.,wurden,der,"reichem,",würden,von,elektrische,feinem,war,vor,noch,minimalem,feinem,"frischem,",Skandal,Wäsche.,eine,einen,salzige,mehr,Glas,liegen,350,geschleudert.,unzureichenden,kaltem,hätten,liegen,immer,noch,die,purem,künftigem,den,Lärm,die,monatlichem,weichem,Störenfriede,des,Trinkwassers.,harten,gelegentlichen,sie,ungefähr,roten,geschleudert.,um,im,roten,wurden,elektrischer,Krams,deren,350,täglichem,was,"Zeit,",Kram,Lärm,einem,Skandals,"nachgewiesen,",hat,eine,sauberen,Glas,auf,leider,unzureichenden,Trinkwasser.,Störenfriede,einem,Tiere,Auto,hat,ziemlich,leider,derer,auf,Wetters,frischen,Wetter,seltenem,sie,des,serviert.,am,die,salziger,Wäsche.,im,Mann,mehr,Bundespräsident.,zusätzlichem,frisches,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,5,5,5,,,,,,,space,0.945600032806,,,,2017_Jan_25_1106,59.6573294684,spr_backupper,001,Mi11,
